city,area,rooms,bathroom,parking spaces,floor,animal,furniture,rent amount (R$)
São Paulo,34,1,1,0,-,not acept,not furnished,900
Campinas,68,2,1,0,4,not acept,not furnished,930
São Paulo,80,2,1,0,4,not acept,not furnished,1777
Campinas,120,3,1,1,3,not acept,not furnished,1800
Campinas,50,1,1,1,10,not acept,not furnished,1600
Campinas,78,2,2,1,1,acept,not furnished,1200
Rio de Janeiro,90,2,2,1,9,acept,not furnished,3800
Belo Horizonte,320,5,4,6,-,not acept,not furnished,8000
Rio de Janeiro,560,5,6,4,14,acept,not furnished,2633
Rio de Janeiro,25,1,1,0,8,acept,not furnished,1850
Porto Alegre,37,1,1,0,3,acept,not furnished,650
Rio de Janeiro,95,3,1,0,16,acept,not furnished,3600
São Paulo,130,3,3,2,7,acept,not furnished,1650
Belo Horizonte,270,5,4,6,-,acept,not furnished,3910
Belo Horizonte,40,1,1,0,-,not acept,not furnished,650
Belo Horizonte,65,2,2,3,7,acept,not furnished,1450
São Paulo,45,1,1,0,22,not acept,not furnished,1015
São Paulo,20,1,1,0,1,not acept,furnished,2060
São Paulo,720,4,5,5,17,acept,not furnished,6500
Belo Horizonte,80,3,2,2,1,acept,furnished,2500
Belo Horizonte,90,2,1,0,1,acept,not furnished,1000
São Paulo,60,1,2,0,-,acept,not furnished,1062
Belo Horizonte,45,1,1,1,4,not acept,furnished,3400
São Paulo,100,1,2,0,-,not acept,not furnished,3100
Belo Horizonte,553,4,6,3,3,not acept,not furnished,10870
São Paulo,250,4,3,2,-,acept,not furnished,3900
Campinas,92,3,2,3,17,acept,not furnished,3700
São Paulo,98,1,2,0,27,acept,furnished,15000
Campinas,114,3,2,1,4,acept,not furnished,1400
São Paulo,27,1,1,1,6,not acept,furnished,1900
Porto Alegre,225,1,2,0,-,acept,not furnished,3500
São Paulo,30,1,1,0,3,acept,not furnished,1700
Porto Alegre,135,3,3,4,5,acept,not furnished,4000
Campinas,150,4,3,4,-,not acept,not furnished,4000
Belo Horizonte,190,4,2,0,10,acept,not furnished,5580
Porto Alegre,47,1,1,1,1,not acept,furnished,2200
Rio de Janeiro,120,3,1,1,-,acept,not furnished,1150
São Paulo,90,3,2,1,4,acept,not furnished,2066
São Paulo,350,4,5,2,-,not acept,furnished,7500
São Paulo,160,3,4,2,-,acept,not furnished,4300
Rio de Janeiro,150,3,2,0,5,acept,not furnished,2500
Rio de Janeiro,35,1,1,0,3,acept,not furnished,2000
Porto Alegre,25,1,1,0,-,not acept,not furnished,550
São Paulo,240,4,4,4,26,acept,not furnished,13000
São Paulo,150,4,2,2,13,not acept,not furnished,4400
Rio de Janeiro,20,1,1,0,-,acept,not furnished,700
Campinas,85,3,2,1,4,acept,not furnished,1341
São Paulo,50,2,1,1,6,acept,furnished,1900
São Paulo,197,3,3,2,8,acept,not furnished,6000
São Paulo,70,3,2,1,7,acept,not furnished,2800
Rio de Janeiro,220,3,2,2,8,acept,not furnished,3500
Belo Horizonte,270,4,3,2,3,acept,not furnished,4800
Porto Alegre,100,3,2,2,2,acept,not furnished,2499
São Paulo,195,4,6,3,12,acept,not furnished,8000
São Paulo,160,3,3,2,-,acept,not furnished,4200
São Paulo,470,4,6,3,-,acept,not furnished,7200
Campinas,60,3,2,1,5,acept,not furnished,1200
São Paulo,300,4,4,3,-,acept,not furnished,12900
São Paulo,330,5,6,2,11,acept,not furnished,8950
Porto Alegre,109,1,2,2,3,acept,furnished,4300
São Paulo,240,4,5,4,15,acept,furnished,12000
São Paulo,150,3,2,5,-,acept,not furnished,2300
São Paulo,200,3,2,1,2,acept,not furnished,4500
Belo Horizonte,140,4,3,1,2,acept,not furnished,2300
São Paulo,106,2,2,2,1,not acept,furnished,10600
Porto Alegre,92,2,2,1,2,acept,furnished,2100
São Paulo,35,1,1,1,7,acept,not furnished,2200
São Paulo,70,3,2,1,3,acept,not furnished,2900
São Paulo,74,2,1,2,9,acept,furnished,6600
São Paulo,69,2,2,2,5,acept,not furnished,1900
São Paulo,50,1,1,0,-,not acept,not furnished,830
Porto Alegre,450,5,3,6,-,acept,not furnished,4760
Rio de Janeiro,68,2,1,0,5,acept,not furnished,1000
São Paulo,71,1,1,1,11,acept,not furnished,3000
Rio de Janeiro,69,2,1,1,9,acept,furnished,1370
Belo Horizonte,32,1,1,1,9,acept,not furnished,1500
São Paulo,57,2,1,1,8,acept,furnished,1800
São Paulo,28,1,1,0,1,acept,furnished,2200
São Paulo,39,1,1,0,8,acept,furnished,2000
Porto Alegre,140,3,3,0,2,acept,not furnished,1700
São Paulo,160,3,3,2,-,acept,not furnished,4500
São Paulo,235,3,3,1,3,acept,not furnished,5150
São Paulo,171,3,2,1,13,acept,not furnished,2200
Rio de Janeiro,139,3,2,2,1,acept,not furnished,6000
Belo Horizonte,160,4,3,2,5,acept,not furnished,2300
Campinas,60,2,1,1,-,acept,not furnished,800
São Paulo,134,3,3,3,8,acept,not furnished,2125
Belo Horizonte,70,2,1,1,11,acept,not furnished,1300
Rio de Janeiro,57,2,1,0,1,acept,not furnished,1530
São Paulo,240,3,3,4,6,acept,furnished,5500
São Paulo,50,1,1,0,-,not acept,not furnished,800
Rio de Janeiro,120,3,2,1,8,acept,not furnished,3550
Porto Alegre,200,3,3,4,2,acept,not furnished,1200
São Paulo,572,6,6,4,-,acept,furnished,7800
São Paulo,145,2,2,1,1,acept,furnished,4000
Belo Horizonte,70,2,1,2,1,not acept,not furnished,1200
Rio de Janeiro,85,2,2,1,2,acept,furnished,8000
Belo Horizonte,140,3,2,0,2,not acept,not furnished,3000
São Paulo,260,4,5,5,6,acept,not furnished,12500
São Paulo,211,4,4,4,2,acept,not furnished,3390
Campinas,58,2,1,1,2,acept,not furnished,650
Rio de Janeiro,110,1,1,2,3,acept,not furnished,4500
São Paulo,72,2,2,0,10,acept,not furnished,1500
São Paulo,700,4,7,8,-,acept,not furnished,45000
São Paulo,68,1,2,1,5,acept,not furnished,6000
Rio de Janeiro,100,3,3,2,8,acept,not furnished,2700
São Paulo,240,3,2,0,7,acept,furnished,6500
Rio de Janeiro,104,3,1,0,6,acept,not furnished,3500
Campinas,70,1,1,1,2,acept,furnished,1600
São Paulo,67,1,1,1,14,acept,furnished,2600
Belo Horizonte,160,4,2,5,-,acept,furnished,3780
Belo Horizonte,64,3,1,0,3,not acept,not furnished,1400
São Paulo,140,3,3,5,8,not acept,furnished,8000
Campinas,38,1,1,0,3,not acept,not furnished,750
São Paulo,34,1,1,0,12,acept,not furnished,2700
São Paulo,54,2,1,0,7,acept,not furnished,2001
São Paulo,54,1,1,1,1,not acept,furnished,7200
São Paulo,200,3,2,4,-,acept,not furnished,3500
São Paulo,107,3,2,2,1,acept,not furnished,2600
Rio de Janeiro,70,2,2,0,11,acept,not furnished,1550
São Paulo,20,1,1,0,5,acept,furnished,1800
São Paulo,86,2,1,1,5,acept,not furnished,2340
Rio de Janeiro,30,1,1,1,-,acept,not furnished,1480
Porto Alegre,108,3,2,1,3,acept,furnished,2000
São Paulo,250,4,3,4,-,acept,not furnished,2700
São Paulo,80,2,1,0,4,acept,not furnished,2200
Rio de Janeiro,73,2,1,1,8,acept,not furnished,1100
Porto Alegre,45,1,1,1,3,acept,not furnished,1205
São Paulo,45,2,2,0,-,not acept,not furnished,1650
São Paulo,255,4,4,0,15,acept,furnished,2500
Belo Horizonte,217,4,3,4,12,acept,not furnished,6000
São Paulo,70,1,1,0,2,acept,not furnished,1870
São Paulo,25,1,1,0,1,not acept,not furnished,885
Porto Alegre,110,3,3,0,1,acept,not furnished,3250
São Paulo,80,2,2,1,12,acept,not furnished,10000
São Paulo,260,3,5,0,-,acept,not furnished,9000
São Paulo,50,2,2,1,10,acept,not furnished,2700
Campinas,60,2,1,1,1,not acept,not furnished,815
São Paulo,400,3,6,6,-,acept,furnished,6500
São Paulo,113,2,1,1,4,acept,not furnished,3000
São Paulo,400,4,4,6,8,acept,not furnished,8000
Porto Alegre,64,2,2,2,6,acept,not furnished,2250
São Paulo,82,2,1,2,10,acept,furnished,3100
São Paulo,65,2,1,3,9,acept,not furnished,2000
Porto Alegre,128,4,3,2,3,acept,not furnished,4900
São Paulo,38,1,1,0,1,not acept,not furnished,950
Campinas,175,3,2,0,-,not acept,not furnished,2000
São Paulo,107,3,3,2,3,acept,not furnished,4500
Rio de Janeiro,257,4,3,2,3,acept,furnished,3800
São Paulo,35,1,1,1,2,not acept,furnished,3250
São Paulo,463,4,7,6,-,acept,not furnished,12000
Rio de Janeiro,40,2,1,0,7,acept,not furnished,920
Belo Horizonte,297,4,2,3,6,acept,not furnished,1870
São Paulo,137,3,3,1,9,acept,furnished,5500
Rio de Janeiro,35,1,1,0,10,not acept,not furnished,1200
Rio de Janeiro,128,3,3,1,8,acept,furnished,3500
Belo Horizonte,59,2,1,1,2,acept,not furnished,1250
Rio de Janeiro,400,4,4,2,-,acept,not furnished,11480
Rio de Janeiro,100,3,2,1,5,not acept,not furnished,4500
Rio de Janeiro,50,1,1,0,10,acept,furnished,2200
Porto Alegre,80,2,2,1,5,acept,furnished,1900
Belo Horizonte,68,2,2,2,4,acept,not furnished,1650
São Paulo,32,1,1,1,22,acept,furnished,2000
Rio de Janeiro,161,3,3,3,14,acept,not furnished,4500
São Paulo,85,2,2,0,-,acept,not furnished,1700
São Paulo,100,2,2,0,-,acept,not furnished,2500
São Paulo,136,3,4,3,7,acept,not furnished,5000
São Paulo,362,4,5,2,-,acept,not furnished,7000
São Paulo,276,3,3,4,15,acept,furnished,6500
Rio de Janeiro,22,1,1,0,2,not acept,not furnished,1322
Porto Alegre,60,2,1,0,1,acept,not furnished,980
São Paulo,500,4,7,8,-,acept,not furnished,9250
Porto Alegre,65,1,1,1,3,acept,not furnished,980
São Paulo,56,2,1,1,11,acept,not furnished,2600
São Paulo,35,1,1,1,4,not acept,furnished,2840
Porto Alegre,98,3,2,2,4,not acept,not furnished,2550
São Paulo,45,1,1,0,1,not acept,not furnished,950
Porto Alegre,48,2,1,1,2,acept,not furnished,800
Campinas,48,1,1,1,4,acept,furnished,1500
São Paulo,114,2,3,1,1,acept,furnished,7010
Belo Horizonte,197,4,2,3,3,acept,not furnished,4250
Belo Horizonte,200,4,1,2,4,acept,not furnished,2500
Belo Horizonte,110,3,2,0,-,acept,not furnished,2500
São Paulo,300,2,4,2,-,acept,not furnished,6000
Belo Horizonte,120,3,1,1,6,not acept,not furnished,1900
Porto Alegre,40,1,1,0,3,acept,furnished,1084
São Paulo,92,2,1,1,7,not acept,furnished,3950
São Paulo,140,3,2,2,3,acept,not furnished,5500
São Paulo,244,4,3,4,2,acept,not furnished,7000
Porto Alegre,59,2,1,0,3,acept,not furnished,1000
Rio de Janeiro,35,1,1,0,3,acept,not furnished,791
São Paulo,120,3,2,3,16,acept,not furnished,2000
São Paulo,248,4,5,4,1,not acept,not furnished,9100
São Paulo,63,2,2,1,17,acept,not furnished,1690
São Paulo,45,1,1,1,8,acept,not furnished,1800
São Paulo,129,2,3,2,16,acept,furnished,2376
São Paulo,300,3,3,8,-,acept,not furnished,4675
São Paulo,29,1,1,1,4,not acept,furnished,2200
Belo Horizonte,100,3,2,1,2,acept,not furnished,1300
São Paulo,153,4,3,3,3,acept,not furnished,5500
Campinas,87,2,1,1,4,acept,not furnished,1200
São Paulo,75,1,1,2,8,acept,furnished,7000
Rio de Janeiro,300,4,4,2,3,acept,not furnished,12750
Porto Alegre,48,1,1,0,4,acept,not furnished,700
São Paulo,56,2,2,1,4,acept,not furnished,2000
Campinas,71,2,1,1,7,acept,not furnished,977
São Paulo,84,4,1,3,5,not acept,not furnished,6000
São Paulo,208,3,4,3,-,not acept,not furnished,3490
São Paulo,100,1,2,1,13,not acept,not furnished,6000
São Paulo,84,3,2,2,7,acept,furnished,2200
São Paulo,145,4,3,2,1,acept,not furnished,4800
São Paulo,300,4,3,2,-,acept,furnished,15000
São Paulo,65,2,2,1,12,not acept,furnished,6000
São Paulo,27,1,1,0,-,not acept,not furnished,836
Rio de Janeiro,102,3,2,1,2,acept,not furnished,1350
Campinas,60,2,1,1,1,not acept,furnished,2848
Porto Alegre,60,1,1,0,1,acept,not furnished,1286
Rio de Janeiro,50,1,1,0,10,acept,not furnished,1620
São Paulo,97,3,1,1,10,acept,not furnished,2300
São Paulo,52,1,2,1,19,acept,not furnished,5000
São Paulo,373,4,4,3,12,acept,not furnished,12750
São Paulo,157,4,3,2,-,acept,not furnished,6608
Campinas,68,3,1,1,2,acept,not furnished,1100
São Paulo,172,4,4,3,15,acept,furnished,8800
São Paulo,64,2,2,2,25,not acept,not furnished,3500
Rio de Janeiro,41,1,1,0,9,acept,not furnished,1700
Rio de Janeiro,106,2,2,1,2,acept,not furnished,2850
Belo Horizonte,150,4,2,3,1,acept,furnished,3300
Belo Horizonte,135,4,2,2,4,acept,not furnished,3500
São Paulo,350,4,6,6,-,acept,furnished,9600
Belo Horizonte,360,3,1,3,-,acept,not furnished,1500
São Paulo,700,4,7,8,-,acept,furnished,15000
Rio de Janeiro,100,2,2,1,6,acept,furnished,8900
Belo Horizonte,50,1,1,2,4,acept,not furnished,1200
São Paulo,55,3,1,1,3,acept,not furnished,1300
São Paulo,215,4,4,2,10,not acept,not furnished,6000
São Paulo,287,3,2,5,-,acept,not furnished,15000
São Paulo,58,2,1,1,3,acept,furnished,1500
São Paulo,90,3,2,2,10,acept,not furnished,1600
São Paulo,200,3,3,3,-,acept,not furnished,3315
São Paulo,65,3,2,1,8,acept,not furnished,2200
São Paulo,820,4,6,6,-,acept,not furnished,10000
São Paulo,102,2,1,0,3,acept,not furnished,2000
Rio de Janeiro,108,3,2,2,3,acept,not furnished,4500
São Paulo,86,3,2,2,6,acept,furnished,3100
Campinas,210,6,3,0,-,acept,not furnished,4200
Belo Horizonte,140,4,2,2,4,acept,not furnished,4200
São Paulo,220,4,4,3,2,acept,not furnished,4500
Campinas,66,2,1,1,-,acept,not furnished,1100
São Paulo,389,4,5,6,4,acept,not furnished,8500
São Paulo,80,3,3,1,11,not acept,not furnished,1700
São Paulo,78,2,2,1,1,acept,not furnished,2200
São Paulo,178,4,2,5,-,acept,not furnished,6000
São Paulo,47,2,1,1,4,acept,not furnished,1140
Belo Horizonte,160,4,1,1,-,acept,not furnished,2150
Rio de Janeiro,25,1,1,0,1,acept,not furnished,700
São Paulo,80,2,2,2,-,acept,not furnished,1700
São Paulo,144,3,3,2,-,acept,furnished,5000
Campinas,400,5,7,4,5,acept,not furnished,7900
Belo Horizonte,100,3,2,1,-,acept,not furnished,14500
São Paulo,48,2,1,0,2,acept,not furnished,1150
São Paulo,64,3,2,2,16,acept,not furnished,1530
Porto Alegre,50,2,1,0,-,acept,not furnished,700
São Paulo,50,1,1,1,11,acept,furnished,5156
São Paulo,60,2,2,1,5,acept,not furnished,1465
Rio de Janeiro,180,3,2,1,2,acept,not furnished,4800
São Paulo,339,3,3,4,-,acept,not furnished,3880
Campinas,54,1,1,1,5,acept,furnished,2350
São Paulo,420,4,6,4,10,acept,not furnished,12000
Campinas,350,4,5,4,-,acept,not furnished,8000
São Paulo,72,2,2,2,6,not acept,not furnished,3060
São Paulo,50,1,1,0,-,not acept,not furnished,800
São Paulo,450,4,4,4,-,acept,not furnished,11000
Rio de Janeiro,60,2,1,0,6,not acept,furnished,2900
São Paulo,160,2,3,3,-,acept,not furnished,7500
Belo Horizonte,450,4,4,5,10,not acept,not furnished,13500
São Paulo,265,3,4,3,-,acept,furnished,3490
São Paulo,103,3,1,3,2,acept,not furnished,3400
São Paulo,60,2,2,1,8,acept,not furnished,1650
São Paulo,136,3,3,3,15,acept,furnished,7900
Belo Horizonte,45,2,1,1,5,not acept,not furnished,750
São Paulo,206,3,3,4,25,acept,not furnished,12500
São Paulo,229,4,2,3,2,acept,furnished,5500
Campinas,70,1,2,1,2,not acept,not furnished,1000
São Paulo,130,3,2,0,18,acept,furnished,4500
Campinas,87,2,1,0,10,acept,not furnished,1100
São Paulo,200,4,5,3,7,not acept,not furnished,6000
Rio de Janeiro,50,1,1,1,2,acept,not furnished,1320
São Paulo,120,3,2,1,-,acept,not furnished,3000
São Paulo,40,1,1,0,1,not acept,not furnished,1300
São Paulo,54,2,1,1,-,acept,not furnished,1800
São Paulo,48,2,1,0,2,acept,not furnished,1350
São Paulo,149,3,4,3,7,acept,furnished,6000
São Paulo,45,2,1,1,14,acept,not furnished,1500
São Paulo,76,2,2,2,4,not acept,not furnished,2650
São Paulo,60,2,1,0,3,acept,not furnished,1850
São Paulo,118,3,3,2,5,not acept,not furnished,9000
São Paulo,200,2,3,1,2,not acept,furnished,13000
São Paulo,200,2,2,1,-,acept,not furnished,5000
São Paulo,138,3,4,2,18,acept,furnished,10000
São Paulo,53,2,1,1,8,acept,furnished,1200
Porto Alegre,61,1,1,1,13,acept,furnished,3800
São Paulo,135,3,3,2,7,not acept,furnished,2800
São Paulo,50,1,1,0,-,not acept,not furnished,750
São Paulo,34,1,1,1,9,not acept,not furnished,1300
São Paulo,218,3,3,3,17,not acept,not furnished,4000
São Paulo,400,3,5,4,20,acept,furnished,10000
Belo Horizonte,25,1,1,1,1,not acept,not furnished,550
Porto Alegre,360,5,3,3,-,acept,not furnished,3500
São Paulo,72,2,1,1,9,acept,not furnished,2630
São Paulo,45,2,1,1,17,acept,not furnished,1600
Belo Horizonte,340,3,5,5,-,acept,not furnished,4600
São Paulo,130,3,3,2,-,acept,not furnished,3100
São Paulo,72,3,2,2,15,acept,not furnished,3000
São Paulo,50,1,1,0,-,not acept,not furnished,900
São Paulo,100,2,2,0,8,not acept,furnished,4999
São Paulo,270,3,2,4,21,acept,not furnished,13000
Belo Horizonte,60,2,1,1,3,acept,not furnished,1325
Belo Horizonte,46335,4,8,5,11,acept,furnished,8500
Belo Horizonte,700,3,3,8,-,acept,not furnished,10000
São Paulo,550,4,5,0,1,acept,not furnished,8800
Belo Horizonte,21,1,1,1,2,not acept,not furnished,980
São Paulo,55,1,2,1,17,acept,not furnished,3800
São Paulo,40,1,2,1,28,not acept,furnished,4200
Belo Horizonte,50,1,1,1,12,not acept,furnished,1500
São Paulo,52,1,1,1,15,acept,furnished,3950
São Paulo,46,2,1,1,6,acept,not furnished,1434
Belo Horizonte,20,1,1,1,-,acept,furnished,1100
São Paulo,50,1,1,0,-,acept,not furnished,1050
Rio de Janeiro,49,1,2,1,10,acept,not furnished,2400
Porto Alegre,440,3,2,3,6,not acept,not furnished,10500
Porto Alegre,59,2,1,1,2,acept,not furnished,900
Belo Horizonte,150,4,1,3,1,acept,not furnished,2300
São Paulo,100,3,2,0,7,acept,not furnished,2020
São Paulo,72,2,2,1,4,acept,not furnished,2100
São Paulo,500,7,7,8,-,not acept,furnished,9000
São Paulo,264,3,5,0,-,acept,not furnished,6000
São Paulo,76,2,2,2,14,acept,not furnished,5500
São Paulo,16,1,1,0,1,not acept,not furnished,870
São Paulo,198,3,2,2,8,acept,not furnished,3250
São Paulo,190,3,2,1,3,acept,not furnished,4000
São Paulo,210,4,4,4,4,not acept,not furnished,11500
Campinas,233,3,1,1,-,acept,not furnished,2700
São Paulo,180,3,2,2,-,acept,not furnished,11000
Belo Horizonte,1020,5,4,6,-,acept,furnished,6520
São Paulo,320,3,3,2,-,acept,not furnished,7200
São Paulo,116,3,2,2,5,acept,not furnished,3800
São Paulo,128,2,1,1,9,acept,furnished,8500
Campinas,42,2,1,1,4,acept,not furnished,1020
São Paulo,70,2,1,1,6,acept,not furnished,3800
São Paulo,320,3,4,4,7,acept,furnished,15000
Campinas,77,2,2,1,9,acept,not furnished,1200
São Paulo,208,3,3,3,4,acept,furnished,15000
São Paulo,115,3,3,3,-,acept,not furnished,2400
Porto Alegre,60,2,1,1,1,acept,furnished,1300
Porto Alegre,50,1,1,0,1,acept,not furnished,1045
São Paulo,108,2,4,2,7,acept,not furnished,4500
São Paulo,64,2,2,1,7,not acept,not furnished,6950
São Paulo,178,3,2,1,-,acept,furnished,3500
Porto Alegre,53,1,1,0,2,acept,furnished,1480
Rio de Janeiro,118,3,2,0,2,acept,not furnished,1560
Campinas,65,2,1,1,3,acept,not furnished,1250
Rio de Janeiro,180,3,3,2,6,acept,not furnished,7000
Campinas,348,3,3,3,-,acept,not furnished,4850
São Paulo,150,3,3,1,3,not acept,not furnished,4500
Porto Alegre,45,1,1,0,6,acept,not furnished,650
São Paulo,37,1,1,1,3,not acept,furnished,3300
São Paulo,540,4,4,6,-,acept,not furnished,5220
Belo Horizonte,521,5,2,3,-,acept,not furnished,10000
Campinas,147,4,3,3,8,acept,not furnished,4800
Rio de Janeiro,130,3,2,1,8,acept,not furnished,2610
São Paulo,190,3,2,1,-,acept,not furnished,3700
Rio de Janeiro,28,1,1,0,16,acept,not furnished,730
São Paulo,160,3,3,3,-,not acept,not furnished,5850
Rio de Janeiro,310,3,2,0,5,acept,not furnished,5200
São Paulo,530,4,5,6,-,not acept,not furnished,13000
São Paulo,59,2,1,1,9,acept,furnished,1200
São Paulo,800,5,4,8,-,acept,not furnished,14200
São Paulo,77,2,1,0,3,acept,not furnished,2050
São Paulo,160,3,2,1,6,acept,not furnished,4300
São Paulo,47,1,1,1,15,acept,not furnished,1800
Belo Horizonte,52,2,1,1,1,acept,not furnished,1000
São Paulo,60,1,2,1,2,acept,not furnished,4000
Rio de Janeiro,120,3,3,2,9,acept,not furnished,3000
Belo Horizonte,55,2,1,0,2,not acept,not furnished,850
Campinas,110,3,3,2,-,acept,not furnished,3200
Porto Alegre,145,3,4,0,2,acept,furnished,2950
São Paulo,88,2,4,2,8,acept,not furnished,2300
São Paulo,49,2,1,1,11,acept,not furnished,2000
São Paulo,26,1,1,0,4,acept,furnished,3500
São Paulo,36,1,1,0,6,acept,not furnished,1600
São Paulo,150,3,2,5,-,acept,not furnished,2100
São Paulo,77,1,1,1,8,not acept,not furnished,5700
Campinas,60,1,1,2,-,acept,not furnished,1610
Rio de Janeiro,58,2,2,1,1,acept,not furnished,1190
São Paulo,145,4,4,3,14,acept,not furnished,4500
São Paulo,408,4,6,3,20,acept,not furnished,15000
São Paulo,50,1,1,0,-,acept,not furnished,800
São Paulo,85,3,2,2,12,acept,not furnished,3300
Belo Horizonte,210,3,3,3,1,acept,not furnished,4200
Belo Horizonte,100,3,1,2,3,acept,not furnished,1646
Porto Alegre,68,2,1,1,6,not acept,furnished,1900
Campinas,42,1,1,1,16,not acept,not furnished,2000
Campinas,87,3,1,0,15,acept,not furnished,1300
São Paulo,40,1,1,0,1,acept,not furnished,950
São Paulo,50,2,1,1,4,acept,not furnished,1850
Porto Alegre,85,2,2,0,7,acept,furnished,2520
Porto Alegre,55,1,1,1,3,acept,furnished,1910
São Paulo,127,2,2,2,5,acept,not furnished,5500
São Paulo,172,3,5,3,-,acept,not furnished,5800
Porto Alegre,75,2,1,2,2,acept,not furnished,1200
São Paulo,50,1,1,1,6,not acept,not furnished,3000
Campinas,120,4,2,5,-,acept,not furnished,4200
São Paulo,95,3,2,2,15,acept,not furnished,3490
Belo Horizonte,300,5,3,6,-,acept,not furnished,5200
Rio de Janeiro,44,1,1,0,1,acept,furnished,1600
Porto Alegre,563,3,6,4,12,acept,not furnished,15000
Rio de Janeiro,65,2,2,0,2,not acept,not furnished,1700
Rio de Janeiro,170,2,2,1,9,acept,not furnished,2940
Belo Horizonte,22,1,1,1,1,not acept,furnished,1500
Belo Horizonte,410,4,4,4,-,acept,furnished,4900
Rio de Janeiro,60,2,1,1,2,acept,not furnished,1400
São Paulo,47,1,1,0,7,acept,not furnished,2700
São Paulo,72,2,2,0,10,acept,not furnished,1500
Belo Horizonte,157,4,3,3,3,acept,furnished,9000
